Dataset_id,Public_dataset_id,Normation,Pubmed_id,Disease,Status,Control,Species,Brain_region,Treatment,Sex,Stage,Age,Zhu_Age,N_cells,Protocol,Methodology,Model,
HD011011,GSM5460323,,36590162,HD,Disease,No HD011003; HD011009; HD011010,Mouse,Striatum,,no data available,no data available,8 weeks,8 weeks,4970,10x Genomics,single-nucleus RNA sequencing,R6/2,
HD011012,GSM5460324,,36590162,HD,Disease,No HD011003; HD011009; HD011010,Mouse,Striatum,,no data available,no data available,8 weeks,8 weeks,4536,10x Genomics,single-nucleus RNA sequencing,R6/2,
HD011013,GSM5460325,,36590162,HD,Healthy,Yes,Mouse,cerebral cortex,,no data available,no data available,12 weeks,12 weeks,4996,10x Genomics,single-nucleus RNA sequencing,WT,
HD011014,GSM5460326,,36590162,HD,Disease,No HD011013; HD011017; HD011018,Mouse,cerebral cortex,,no data available,no data available,12 weeks,12 weeks,4424,10x Genomics,single-nucleus RNA sequencing,R6/2,
HD011015,GSM5460327,,36590162,HD,Healthy,Yes,Mouse,cerebral cortex,,no data available,no data available,8 weeks,8 weeks,5058,10x Genomics,single-nucleus RNA sequencing,WT,
HD011016,GSM5460328,,36590162,HD,Disease,No HD011015; HD011021; HD011022,Mouse,cerebral cortex,,no data available,no data available,8 weeks,8 weeks,5235,10x Genomics,single-nucleus RNA sequencing,R6/2,
HD011017,GSM5460329,,36590162,HD,Healthy,Yes,Mouse,cerebral cortex,,no data available,no data available,12 weeks,12 weeks,4168,10x Genomics,single-nucleus RNA sequencing,WT,
HD011018,GSM5460330,,36590162,HD,Healthy,Yes,Mouse,cerebral cortex,,no data available,no data available,12 weeks,12 weeks,3770,10x Genomics,single-nucleus RNA sequencing,WT,
HD011019,GSM5460331,,36590162,HD,Disease,No HD011013; HD011017; HD011018,Mouse,cerebral cortex,,no data available,no data available,12 weeks,12 weeks,3839,10x Genomics,single-nucleus RNA sequencing,R6/2,
HD011020,GSM5460332,,36590162,HD,Disease,No HD011013; HD011017; HD011018,Mouse,cerebral cortex,,no data available,no data available,12 weeks,12 weeks,4040,10x Genomics,single-nucleus RNA sequencing,R6/2,
HD011021,GSM5460333,,36590162,HD,Healthy,Yes,Mouse,cerebral cortex,,no data available,no data available,8 weeks,8 weeks,5199,10x Genomics,single-nucleus RNA sequencing,WT,
HD011022,GSM5460334,,36590162,HD,Healthy,Yes,Mouse,cerebral cortex,,no data available,no data available,8 weeks,8 weeks,3827,10x Genomics,single-nucleus RNA sequencing,WT,
HD011023,GSM5460335,,36590162,HD,Disease,No HD011015; HD011021; HD011022,Mouse,cerebral cortex,,no data available,no data available,8 weeks,8 weeks,4520,10x Genomics,single-nucleus RNA sequencing,R6/2,
HD011024,GSM5460336,,36590162,HD,Disease,No HD011015; HD011021; HD011022,Mouse,cerebral cortex,,no data available,no data available,8 weeks,8 weeks,5113,10x Genomics,single-nucleus RNA sequencing,R6/2,
HD011025,GSM6619413,,36590162,HD,Healthy,Yes,Human,astrocyte,,Male,no data available,,no data available,7070,10x Genomics,single-nucleus RNA sequencing,iPSC,
HD011026,GSM6619414,,36590162,HD,Healthy,Yes,Human,astrocyte,,Female,no data available,,no data available,12012,10x Genomics,single-nucleus RNA sequencing,iPSC,
HD011027,GSM6619415,,36590162,HD,Disease,No HD011015,Human,astrocyte,,Male,no data available,,no data available,9682,10x Genomics,single-nucleus RNA sequencing,iPSC,
HD011028,GSM6619416,,36590162,HD,Disease,No HD011015,Human,astrocyte,,Male,no data available,,no data available,7364,10x Genomics,single-nucleus RNA sequencing,iPSC,
HD013001,GSM7754778,,39112488,HD,Disease,; HD013004No HD013002,Human,Cingulate,no data available,Male,grade 3,"[70,79]",70 - 79 years,646,10x Genomics,single-nucleus RNA sequencing,,
HD013002,GSM7754779,,39112488,HD,Healthy,Yes,Human,Cingulate,no data available,Male,no data available,"[60,69]",60 - 69 years,893,10x Genomics,single-nucleus RNA sequencing,,
HD013003,GSM7754780,,39112488,HD,Disease,No HD013002; HD013004,Human,Cingulate,no data available,Female,grade 3,"[40,49]",40 - 49 years,2151,10x Genomics,single-nucleus RNA sequencing,,
HD013004,GSM7754781,,39112488,HD,Healthy,Yes,Human,Cingulate,no data available,Female,no data available,"[50,59]",50 - 59 years,1096,10x Genomics,single-nucleus RNA sequencing,,
HD013005,GSM7754782,,39112488,HD,Healthy,Yes ,Human,Accumbens,no data available,Male,no data available,"[70,79]",70 - 79 years,876,10x Genomics,single-nucleus RNA sequencing,,
HD013006,GSM7754783,,39112488,HD,Disease,No HD013005; HD013007,Human,Accumbens,no data available,Female,grade 3,"[40,49]",40 - 49 years,1909,10x Genomics,single-nucleus RNA sequencing,,
HD013007,GSM7754784,,39112488,HD,Healthy,Yes,Human,Accumbens,no data available,Male,,"[70,79]",70 - 79 years,780,10x Genomics,single-nucleus RNA sequencing,,
HD013008,GSM7754785,,39112488,HD,Disease,No HD013005; HD013007,Human,Accumbens,no data available,Male,grade 3,"[70,79]",70 - 79 years,535,10x Genomics,single-nucleus RNA sequencing,,
HD013009,GSM7754786,,39112488,HD,Healthy,Yes,Human,Caudate,no data available,Male,,"[70,79]",70 - 79 years,1437,10x Genomics,single-nucleus RNA sequencing,,
HD013010,GSM7754787,,39112488,HD,Disease,No HD013009; HD013011,Human,Caudate,no data available,Female,grade 3,"[40,49]",40 - 49 years,1442,10x Genomics,single-nucleus RNA sequencing,,
HD013011,GSM7754788,,39112488,HD,Healthy,Yes,Human,Caudate,no data available,Male,,"[70,79]",70 - 79 years,1211,10x Genomics,single-nucleus RNA sequencing,,
HD013012,GSM7754789,,39112488,HD,Disease,No HD013009; HD013011,Human,Caudate,no data available,Male,grade 3,"[70,79]",70 - 79 years,1313,10x Genomics,single-nucleus RNA sequencing,,
HD013013,GSM7754790,,39112488,HD,Disease,No,Human,"	Accumbens",no data available,Male,grade 3,"[50,59]",50 - 59 years,2748,10x Genomics,single-nucleus RNA sequencing,,
HD013014,GSM7754791,,39112488,HD,Disease,No,Human,"	Accumbens",no data available,Male,grade 3,"[60,69]",60 - 69 years,1706,10x Genomics,single-nucleus RNA sequencing,,
HD013015,GSM7754792,,39112488,HD,Healthy,Yes,Human,"	Accumbens",no data available,Male,,"[70,79]",70 - 79 years,2812,10x Genomics,single-nucleus RNA sequencing,,
HD013016,GSM7754793,,39112488,HD,Disease,No,Human,"	Accumbens",no data available,Female,grade 2," [50,59]",50 - 59 years,4237,10x Genomics,single-nucleus RNA sequencing,,
HD013017,GSM7754794,,39112488,HD,Disease,No,Human,"	Accumbens",no data available,Male,grade 2,"[50,59]",50 - 59 years,3421,10x Genomics,single-nucleus RNA sequencing,,
HD013018,GSM7754795,,39112488,HD,Disease,No,Human,Caudate,no data available,Male,grade 3,"[50,59]",50 - 59 years,2519,10x Genomics,single-nucleus RNA sequencing,,
HD013019,GSM7754796,,39112488,HD,Healthy,Yes,Human,Caudate,no data available,Male,,"[30,39]",30 - 39 years,3510,10x Genomics,single-nucleus RNA sequencing,,
HD013020,GSM7754797,,39112488,HD,Disease,Yes,Human,Caudate,no data available,Male,grade 3,"[30,39]",30 - 39 years,4022,10x Genomics,single-nucleus RNA sequencing,,
HD013021,GSM7754798,,39112488,HD,Healthy,Yes,Human,Caudate,no data available,Male,,"[70,79]",70 - 79 years,3722,10x Genomics,single-nucleus RNA sequencing,,
HD013022,GSM7754799,,39112488,HD,Disease,No,Human,Caudate,no data available,Female,grade 2,"[50,59]",50 - 59 years,2983,10x Genomics,single-nucleus RNA sequencing,,
HD013023,GSM7754800,,39112488,HD,Disease,No,Human,Caudate,no data available,Female,grade 2,"[50,59]",50 - 59 years,3909,10x Genomics,single-nucleus RNA sequencing,,
HD013024,GSM7754801,,39112488,HD,Disease,No,Human,Cingulate,no data available,Male,grade 3,"[50,59]",50 - 59 years,3741,10x Genomics,single-nucleus RNA sequencing,,
HD013025,GSM7754802,,39112488,HD,Disease,No,Human,Cingulate,no data available,Male,grade 3,"[60,69]",60 - 69 years,1671,10x Genomics,single-nucleus RNA sequencing,,
HD013026,GSM7754803,,39112488,HD,Healthy,Yes,Human,Cingulate,no data available,Male,,"[70,79]",70 - 79 years,3244,10x Genomics,single-nucleus RNA sequencing,,
HD013027,GSM7754804,,39112488,HD,Disease,No,Human,Cingulate,no data available,Female,grade 2,"[50,59]",50 - 59 years,4517,10x Genomics,single-nucleus RNA sequencing,,
HD013028,GSM7754805,,39112488,HD,Disease,No,Human,Cingulate,no data available,Male,grade 2,"[50,59]",50 - 59 years,3473,10x Genomics,single-nucleus RNA sequencing,,
HD013029,GSM7754806,,39112488,HD,Healthy,Yes,Human,Cingulate,no data available,Male,,"[70,79]",70 - 79 years,2688,10x Genomics,single-nucleus RNA sequencing,,
HD013030,GSM7754807,,39112488,HD,Healthy,Yes,Human,Cingulate,no data available,Male,,"[70,79]",70 - 79 years,2871,10x Genomics,single-nucleus RNA sequencing,,
HD013031,GSM7754808,,39112488,HD,Disease,No,Human,Cingulate,no data available,Female,grade 2,"[50,59]",50 - 59 years,4420,10x Genomics,single-nucleus RNA sequencing,,
HD013032,GSM7754809,,39112488,HD,Disease,No,Human,Cingulate,no data available,Female,grade 1,"[60,69]",60 - 69 years,2104,10x Genomics,single-nucleus RNA sequencing,,
HD013033,GSM7754810,,39112488,HD,Healthy,Yes,Human,Cingulate,no data available,Male,," [60,69]",60 - 69 years,6374,10x Genomics,single-nucleus RNA sequencing,,
HD013034,GSM7754811,,39112488,HD,Disease,No,Human,Cingulate,no data available,Male,grade 4,"[70,79]",70 - 79 years,4108,10x Genomics,single-nucleus RNA sequencing,,
HD013035,GSM7754812,,39112488,HD,Disease,No,Human,Cingulate,no data available,Female,grade 1,"[50,59]",50 - 59 years,4517,10x Genomics,single-nucleus RNA sequencing,,
HD013036,GSM7754813,,39112488,HD,Disease,No,Human,Cingulate,no data available,Female,grade 2,"[80,89]",80 - 89 years,6715,10x Genomics,single-nucleus RNA sequencing,,
HD013037,GSM7754814,,39112488,HD,Healthy,Yes,Human,"	Accumbens",no data available,Male,,"[50,59]",50 - 59 years,6458,10x Genomics,single-nucleus RNA sequencing,,
HD013038,GSM7754815,,39112488,HD,Disease,No,Human,Cingulate,no data available,Male,grade J,"[50,59]",50 - 59 years,4324,10x Genomics,single-nucleus RNA sequencing,,
HD013039,GSM7754816,,39112488,HD,Disease,No,Human,Caudate,no data available,Female,grade J,"[60,69]",60 - 69 years,5001,10x Genomics,single-nucleus RNA sequencing,,
HD013040,GSM7754817,,39112488,HD,Disease,No,Human,Cingulate,no data available,Male,grade J,"[30,39]",30 - 39 years,5194,10x Genomics,single-nucleus RNA sequencing,,
HD013041,GSM7754818,,39112488,HD,Disease,No,Human,Caudate,no data available,Female,grade 4,"[30,39]",30 - 39 years,6587,10x Genomics,single-nucleus RNA sequencing,,
HD013042,GSM7754819,,39112488,HD,Disease,No,Human,Caudate,no data available,Female,grade J,"[20,29]",20 - 29 years,5509,10x Genomics,single-nucleus RNA sequencing,,
HD013043,GSM7754820,,39112488,HD,Disease,No,Human,Caudate,no data available,Male,grade J,"[20,29]",20 - 29 years,5964,10x Genomics,single-nucleus RNA sequencing,,
HD013044,GSM7754821,,39112488,HD,Disease,No,Human,Accumbens,no data available,Female,grade J,"[30,39]",30 - 39 years,6877,10x Genomics,single-nucleus RNA sequencing,,
HD013045,GSM7754822,,39112488,HD,Disease,No,Human,Cingulate,no data available,Female,grade J,"[30,39]",30 - 39 years,7028,10x Genomics,single-nucleus RNA sequencing,,
HD013046,GSM7754823,,39112488,HD,Disease,No,Human,Cingulate,no data available,Male,grade J,"[30,39]",30 - 39 years,6868,10x Genomics,single-nucleus RNA sequencing,,
HD013047,GSM7754824,,39112488,HD,Disease,No,Human,Accumbens,no data available,Female,grade 4,"[30,39]",30 - 39 years,5994,10x Genomics,single-nucleus RNA sequencing,,
HD013048,GSM7754825,,39112488,HD,Disease,No,Human,Accumbens,no data available,Female,grade J,"[30,39]",30 - 39 years,8335,10x Genomics,single-nucleus RNA sequencing,,
HD013049,GSM7754826,,39112488,HD,Disease,No,Human,Cingulate,no data available,Female,grade 4,"[20,29]",20 - 29 years,7667,10x Genomics,single-nucleus RNA sequencing,,
HD013050,GSM7754827,,39112488,HD,Disease,No,Human,Cingulate,no data available,Female,grade J,"[30,39]",30 - 39 years,6589,10x Genomics,single-nucleus RNA sequencing,,
HD013051,GSM7754828,,39112488,HD,Disease,No,Human,Cingulate,no data available,Female,grade 4,"[20,29]",20 - 29 years,5849,10x Genomics,single-nucleus RNA sequencing,,
HD013052,GSM7754829,,39112488,HD,Disease,No,Human,Caudate,no data available,Female,grade 2,"[30,39]",30 - 39 years,4854,10x Genomics,single-nucleus RNA sequencing,,
HD013053,GSM7754830,,39112488,HD,Disease,No,Human,Caudate,no data available,Male,grade 4,"[40,49]",40 - 49 years,5900,10x Genomics,single-nucleus RNA sequencing,,
HD013054,GSM7754831,,39112488,HD,Disease,No,Human,Caudate,no data available,Female,grade 1,"[80,89]",80 - 89 years,2480,10x Genomics,single-nucleus RNA sequencing,,
HD013055,GSM7754832,,39112488,HD,Disease,No,Human,Accumbens,no data available,Female,grade 1,"[50,59]",50 - 59 years,3134,10x Genomics,single-nucleus RNA sequencing,,
HD013056,GSM7754833,,39112488,HD,Disease,Yes,Human,Caudate,no data available,Male,,"[60,69]",60 - 69 years,6335,10x Genomics,single-nucleus RNA sequencing,,
HD013057,GSM7754834,,39112488,HD,Disease,No,Human,Caudate,no data available,Female,grade 2,"[60,69]",60 - 69 years,6227,10x Genomics,single-nucleus RNA sequencing,,
HD013058,GSM7754835,,39112488,HD,Disease,No,Human,Caudate,no data available,Female,grade 1,"[60,69]",60 - 69 years,5293,10x Genomics,single-nucleus RNA sequencing,,
HD013059,GSM7754836,,39112488,HD,Disease,No,Human,Caudate,no data available,Female,grade 1,"[50,59]",50 - 59 years,7088,10x Genomics,single-nucleus RNA sequencing,,
HD013060,GSM7754837,,39112488,HD,Disease,No,Human,Cingulate,no data available,Female,grade 2,"[50,59]",50 - 59 years,5136,10x Genomics,single-nucleus RNA sequencing,,
HD013061,GSM7754838,,39112488,HD,Disease,No,Human,Accumbens,no data available,Female,grade 1,"[80,89]",80 - 89 years,8327,10x Genomics,single-nucleus RNA sequencing,,
HD013062,GSM7754839,,39112488,HD,Disease,No,Human,Accumbens,no data available,Female,grade 2,"[80,89]",80 - 89 years,8374,10x Genomics,single-nucleus RNA sequencing,,
HD013063,GSM7754840,,39112488,HD,Healthy,Yes,Human,Cingulate,no data available,Male,,"[80,89]",80 - 89 years,4857,10x Genomics,single-nucleus RNA sequencing,,
HD013064,GSM7754841,,39112488,HD,Disease,No,Human,Cingulate,no data available,Female,grade 1,"[80,89]",80 - 89 years,6316,10x Genomics,single-nucleus RNA sequencing,,
HD013065,GSM7754842,,39112488,HD,Healthy,Yes,Human,Cingulate,no data available,Female,,"[60,69]",60 - 69 years,3170,10x Genomics,single-nucleus RNA sequencing,,
HD014001,GSM8397568,,39095390,HD,Healthy,Yes,Human,neuronal stem cell,,no data available,no data available,no data available,no data available,,10x Genomics,single-cell RNA sequencing,hESC WT,
HD014002,GSM8397569,,39095390,HD,Disease,No,Human,neuronal stem cell,,no data available,no data available,no data available,no data available,,10x Genomics,single-cell RNA sequencing,hESC CRISPR/Cas9 modification of HD,
HD014003,GSM8397570,,39095390,HD,Healthy,Yes,Human,neuronal stem cell,,no data available,no data available,no data available,no data available,,10x Genomics,single-cell RNA sequencing,hESC,
HD014004,GSM8397571,,39095390,HD,Healthy,Yes,Human,neuronal stem cell,,no data available,no data available,no data available,no data available,,10x Genomics,single-cell RNA sequencing,hESC,
HD014005,GSM8397572,,39095390,HD,Disease,No,Human,neuronal stem cell,,no data available,no data available,no data available,no data available,,10x Genomics,single-cell RNA sequencing,hESC CRISPR/Cas9 modification of HD,
HD014006,GSM8397573,,39095390,HD,Disease,No,Human,neuronal stem cell,,no data available,no data available,no data available,no data available,,10x Genomics,single-cell RNA sequencing,hESC CRISPR/Cas9 modification of HD,
HD014007,GSM8397574,,39095390,HD,Disease,No,Human,neuronal stem cell,,no data available,no data available,no data available,no data available,,10x Genomics,single-cell RNA sequencing,hESC CRISPR/Cas9 modification of HD,
HD014008,GSM8397575,,39095390,HD,Healthy,Yes,Human,neuronal stem cell,,no data available,no data available,no data available,no data available,,10x Genomics,single-cell RNA sequencing,hESC WT,
HD014009,GSM8397576,,39095390,HD,Healthy,Yes,Human,neuronal stem cell,,no data available,no data available,no data available,no data available,,10x Genomics,single-cell RNA sequencing,hESC WT,
HD014010,GSM8397577,,39095390,HD,Healthy,Yes,Human,neuronal stem cell,,no data available,no data available,no data available,no data available,,10x Genomics,single-cell RNA sequencing,hESC WT,
HD014011,GSM8397578,,39095390,HD,Healthy,Yes,Human,neuronal stem cell,,no data available,no data available,no data available,no data available,,10x Genomics,single-cell RNA sequencing,hESC WT,
HD014012,GSM8397579,,39095390,HD,Disease,No,Human,neuronal stem cell,,no data available,no data available,no data available,no data available,,10x Genomics,single-cell RNA sequencing,hESC CRISPR/Cas9 modification of HD,
HD014013,GSM8397580,,39095390,HD,Disease,No,Human,neuronal stem cell,,no data available,no data available,no data available,no data available,,10x Genomics,single-cell RNA sequencing,hESC CRISPR/Cas9 modification of HD,
HD014014,GSM8397581,,39095390,HD,Disease,No,Human,neuronal stem cell,,no data available,no data available,no data available,no data available,,10x Genomics,single-cell RNA sequencing,hESC CRISPR/Cas9 modification of HD,
HD015001,HDiPSC,,33663567,HD,Disease,,Human,neural progenitor cells,no,no data available,no data available,no data available,no data available,,smart-seq,single-cell RNA sequencing,HD iPSC with CAG expansion,
HD015002,AC2,,33663567,ASD,Disease,,Human,neural progenitor cells,no,no data available,no data available,no data available,no data available,,smart-seq,single-cell RNA sequencing,CHD8 heterozygous mutant (CRISPR),
HD015003,H66,,33663567,HD,Healthy,Control,Human,neural progenitor cells,no,no data available,no data available,no data available,no data available,,smart-seq,single-cell RNA sequencing,Wild-type hESC (HUES66),
HD015004,96ex,,33663567,HD,Healthy,Control,Human,neural progenitor cells,no,no data available,no data available,no data available,no data available,,smart-seq,single-cell RNA sequencing,Isogenic control of 180CAG (CAG-corrected),
