Dataset_id,Public_dataset_id,Pubmed_id,Disease,Status,Control,Species,Brain_region,Sex,Stage,Age,N_cells,Protocol,Methodology,Model
MS077007,GSM3717019,32051591,MS,Disease,MS077009; MS077015,Mouse,Central nervous system,Male,Peak Experimental Autoimmune Encephalomyelitis ,74-96 days,2270,Drop-seq,Single-cell RNA sequencing,"C57BL/6J, Experimental Autoimmune Encephalomyelitis"
MS077008,GSM3717020,32051591,MS,Healthy,Yes,Mouse,Central nervous system,Male,no data available,74-96 days,1402,Drop-seq,Single-cell RNA sequencing,C57BL/6J
MS077009,GSM3717021,32051591,MS,Healthy,Yes,Mouse,Central nervous system,Male,no data available,74-96 days,2367,Drop-seq,Single-cell RNA sequencing,C57BL/6J
MS077010,GSM3717022,32051591,MS,Disease,MS077009,Mouse,Central nervous system,Male,Experimental Autoimmune Encephalomyelitis (Remission phase),74-96 days,1165,Drop-seq,Single-cell RNA sequencing,"C57BL/6J, Experimental Autoimmune Encephalomyelitis"
MS077011,GSM3717023,32051591,MS,Disease,MS077009,Mouse,Central nervous system,Male,Experimental Autoimmune Encephalomyelitis (Remission phase),74-96 days,3154,Drop-seq,Single-cell RNA sequencing,"C57BL/6J, Experimental Autoimmune Encephalomyelitis"
MS077012,GSM3717024,32051591,MS,Disease,MS077009; MS077015,Mouse,Central nervous system,Male,Experimental Autoimmune Encephalomyelitis (Remission phase),74-96 days,3682,Drop-seq,Single-cell RNA sequencing,"C57BL/6J, Experimental Autoimmune Encephalomyelitis"
MS077013,GSM3717025,32051591,MS,non-ND control,No,Mouse,Central nervous system,Male,no data available,74-96 days,1873,Drop-seq,Single-cell RNA sequencing,"C57BL/6J, Complete Freund’s Adjuvant"
MS077014,GSM3717026,32051591,MS,non-ND control,No,Mouse,Central nervous system,Male,no data available,74-96 days,2988,Drop-seq,Single-cell RNA sequencing,"C57BL/6J, Complete Freund’s Adjuvant"
MS077015,GSM3717027,32051591,MS,Healthy,Yes,Mouse,Central nervous system,Male,no data available,74-96 days,1889,Drop-seq,Single-cell RNA sequencing,C57BL/6J
MS077016,GSM4002707,32051591,MS,Disease,No MS077015; MS077023; MS077027; MS077030; MS077031; MS077032; MS077039,Mouse,Central nervous system,Male,Peak Experimental Autoimmune Encephalomyelitis ,74-96 days,3153,Drop-seq,Single-cell RNA sequencing,"C57BL/6J, Experimental Autoimmune Encephalomyelitis"
MS077017,GSM4002708,32051591,MS,Disease,No MS077015; MS077023; MS077027; MS077030; MS077031; MS077032; MS077039,Mouse,Central nervous system,Male,Peak Experimental Autoimmune Encephalomyelitis ,74-96 days,2215,Drop-seq,Single-cell RNA sequencing,"C57BL/6J, Experimental Autoimmune Encephalomyelitis"
MS077018,GSM4002709,32051591,MS,Disease,No MS077015; MS077023; MS077027; MS077030; MS077031; MS077032; MS077039,Mouse,Central nervous system,Male,Peak Experimental Autoimmune Encephalomyelitis ,74-96 days,2613,Drop-seq,Single-cell RNA sequencing,"C57BL/6J, Experimental Autoimmune Encephalomyelitis"
MS077019,GSM4002710,32051591,MS,Healthy,Yes,Mouse,Central nervous system,Male,no data available,74-96 days,842,Drop-seq,Single-cell RNA sequencing,C57BL/6J
MS077020,GSM4002711,32051591,MS,Disease,No MS077015; MS077023; MS077027; MS077030; MS077031; MS077032; MS077039,Mouse,Central nervous system,Male,Experimental Autoimmune Encephalomyelitis (Remission phase),74-96 days,3697,Drop-seq,Single-cell RNA sequencing,"C57BL/6J, Experimental Autoimmune Encephalomyelitis"
MS077021,GSM4002712,32051591,MS,Disease,No MS077015; MS077023; MS077027; MS077030; MS077031; MS077032; MS077039,Mouse,Central nervous system,Male,Experimental Autoimmune Encephalomyelitis (Remission phase),74-96 days,2506,Drop-seq,Single-cell RNA sequencing,"C57BL/6J, Experimental Autoimmune Encephalomyelitis"
MS077022,GSM4002713,32051591,MS,Disease,No MS077015; MS077023; MS077027; MS077030; MS077031; MS077032; MS077039,Mouse,Central nervous system,Male,Experimental Autoimmune Encephalomyelitis (Remission phase),74-96 days,3114,Drop-seq,Single-cell RNA sequencing,"C57BL/6J, Experimental Autoimmune Encephalomyelitis"
MS077023,GSM4002714,32051591,MS,Healthy,Yes,Mouse,Central nervous system,Male,no data available,74-96 days,4082,Drop-seq,Single-cell RNA sequencing,C57BL/6J
MS077024,GSM4002715,32051591,MS,Disease,No MS077015; MS077023; MS077027; MS077030; MS077031; MS077032; MS077039,Mouse,Central nervous system,Male,Priming (early disease stage),74-96 days,2750,Drop-seq,Single-cell RNA sequencing,"C57BL/6J, Experimental Autoimmune Encephalomyelitis"
MS077025,GSM4002716,32051591,MS,Disease,No MS077015; MS077023; MS077027; MS077030; MS077031; MS077032; MS077039,Mouse,Central nervous system,Male,Priming (early disease stage),74-96 days,1823,Drop-seq,Single-cell RNA sequencing,"C57BL/6J, Experimental Autoimmune Encephalomyelitis"
MS077026,GSM4002717,32051591,MS,Disease,No MS077015; MS077023; MS077027; MS077030; MS077031; MS077032; MS077039,Mouse,Central nervous system,Male,Priming (early disease stage),74-96 days,1336,Drop-seq,Single-cell RNA sequencing,"C57BL/6J, Experimental Autoimmune Encephalomyelitis"
MS077027,GSM4002718,32051591,MS,Healthy,Yes,Mouse,Central nervous system,Male,no data available,74-96 days,1773,Drop-seq,Single-cell RNA sequencing,C57BL/6J
MS077028,GSM3721791,32051591,MS,Disease,No MS077015; MS077023; MS077027; MS077030; MS077031; MS077032; MS077039,Mouse,Central nervous system,Male,Experimental Autoimmune Encephalomyelitis (peak phase),Postnatal day 122,373,Drop-seq,Single-cell RNA sequencing,"C57BL/6J, Experimental Autoimmune Encephalomyelitis"
MS077029,GSM3721792,32051591,MS,Disease,No MS077015; MS077023; MS077027; MS077030; MS077031; MS077032; MS077039,Mouse,Central nervous system,Female,Experimental Autoimmune Encephalomyelitis (peak phase),Postnatal day 122,377,Drop-seq,Single-cell RNA sequencing,"C57BL/6J, Experimental Autoimmune Encephalomyelitis"
MS077030,GSM3721793,32051591,MS,Healthy,Yes,Mouse,Central nervous system,Male,no data available,Postnatal day 144,351,Drop-seq,Single-cell RNA sequencing,C57BL/6J
MS077031,GSM3721794,32051591,MS,Healthy,Yes,Mouse,Central nervous system,Male,no data available,Postnatal day 144,891,Drop-seq,Single-cell RNA sequencing,C57BL/6J
MS077032,GSM3721795,32051591,MS,Healthy,Yes,Mouse,Central nervous system,Female,no data available,Postnatal day 144,509,Drop-seq,Single-cell RNA sequencing,C57BL/6J
MS077033,GSM3721796,32051591,MS,Disease,No MS077015; MS077023; MS077027; MS077030; MS077031; MS077032; MS077039,Mouse,Central nervous system,Female,Experimental Autoimmune Encephalomyelitis (Remission phase),Postnatal day 144,495,Drop-seq,Single-cell RNA sequencing,"C57BL/6J, Experimental Autoimmune Encephalomyelitis"
MS077034,GSM3721797,32051591,MS,Disease,No MS077015; MS077023; MS077027; MS077030; MS077031; MS077032; MS077039,Mouse,Central nervous system,Female,Experimental Autoimmune Encephalomyelitis (Remission phase),Postnatal day 144,940,Drop-seq,Single-cell RNA sequencing,"C57BL/6J, Experimental Autoimmune Encephalomyelitis"
MS077035,GSM4002805,32051591,MS,Disease,No MS077015; MS077023; MS077027; MS077030; MS077031; MS077032; MS077039,Mouse,Central nervous system,Female,Experimental Autoimmune Encephalomyelitis (Remission phase),Postnatal day 126,306,Drop-seq,Single-cell RNA sequencing,"C57BL/6J, Experimental Autoimmune Encephalomyelitis"
MS077036,GSM4002806,32051591,MS,Disease,No MS077015; MS077023; MS077027; MS077030; MS077031; MS077032; MS077039,Mouse,Central nervous system,Female,Experimental Autoimmune Encephalomyelitis (peak phase),Postnatal day 104,3186,Drop-seq,Single-cell RNA sequencing,"C57BL/6J, Experimental Autoimmune Encephalomyelitis"
MS077037,GSM4002807,32051591,MS,Disease,No MS077015; MS077023; MS077027; MS077030; MS077031; MS077032; MS077039,Mouse,Central nervous system,Female,Experimental Autoimmune Encephalomyelitis (peak phase),Postnatal day 104,1305,Drop-seq,Single-cell RNA sequencing,"C57BL/6J, Experimental Autoimmune Encephalomyelitis"
MS077038,GSM4002808,32051591,MS,Disease,No MS077015; MS077023; MS077027; MS077030; MS077031; MS077032; MS077039,Mouse,Central nervous system,Male,Experimental Autoimmune Encephalomyelitis (Remission phase),Postnatal day 126,551,Drop-seq,Single-cell RNA sequencing,"C57BL/6J, Experimental Autoimmune Encephalomyelitis"
MS077039,GSM4002809,32051591,MS,Healthy,Yes,Mouse,Central nervous system,Female,no data available,Postnatal day 126,963,Drop-seq,Single-cell RNA sequencing,C57BL/6J
MS078061,GSM5264634,32859762,MS,Healthy,Yes,Human,Cerebrospinal fluid,Male,no data available,33 years,,10x Genomics,Single-cell RNA sequencing,
MS078062,GSM5264635,32859762,MS,Healthy,Yes,Human,Peripheral Blood Mononuclear Cell,Male,no data available,33 years,,10x Genomics,Single-cell RNA sequencing,
MS078063,GSM5264636,32859762,MS,Healthy,Yes,Human,Cerebrospinal fluid,Female,no data available,27 years,,10x Genomics,Single-cell RNA sequencing,
MS078064,GSM5264637,32859762,MS,Healthy,Yes,Human,Peripheral Blood Mononuclear Cell,Female,no data available,27 years,,10x Genomics,Single-cell RNA sequencing,
MS078065,GSM5264638,32859762,MS,non-ND control,Yes,Human,Peripheral Blood Mononuclear Cell,Female,no data available,47 years,,10x Genomics,Single-cell RNA sequencing,
MS078066,GSM5264639,32859762,MS,Disease,No,Human,Cerebrospinal fluid,Male,Relapsing–remitting,44 years,,10x Genomics,Single-cell RNA sequencing,
MS078067,GSM5264640,32859762,MS,Disease,No MS078062; MS078064,Human,Peripheral Blood Mononuclear Cell,Male,Relapsing–remitting,44 years,,10x Genomics,Single-cell RNA sequencing,
MS078068,GSM5264641,32859762,MS,Disease,No MS078061; MS078063,Human,Cerebrospinal fluid,Male,Relapsing–remitting,37 years,,10x Genomics,Single-cell RNA sequencing,
MS078069,GSM5264642,32859762,MS,Disease,No MS078062; MS078064,Human,Peripheral Blood Mononuclear Cell,Male,Relapsing–remitting,37 years,,10x Genomics,Single-cell RNA sequencing,
MS078070,GSM5264643,32859762,MS,Disease,No MS078061; MS078063,Human,Cerebrospinal fluid,Male,Relapsing–remitting,32 years,,10x Genomics,Single-cell RNA sequencing,
MS078071,GSM5264644,32859762,MS,Disease,No MS078062; MS078064,Human,Peripheral Blood Mononuclear Cell,Male,Relapsing–remitting,32 years,,10x Genomics,Single-cell RNA sequencing,
MS078072,GSM5264645,32859762,MS,Disease,No MS078061; MS078063,Human,Cerebrospinal fluid,Female,Relapsing–remitting,27 years,,10x Genomics,Single-cell RNA sequencing,
MS078073,GSM5264646,32859762,MS,Disease,No MS078062; MS078064,Human,Peripheral Blood Mononuclear Cell,Female,Relapsing–remitting,27 years,,10x Genomics,Single-cell RNA sequencing,
MS078074,GSM5264647,32859762,MS,Disease,No MS078061; MS078063,Human,Cerebrospinal fluid,Female,Relapsing–remitting,45 years,,10x Genomics,Single-cell RNA sequencing,
MS078075,GSM5264648,32859762,MS,Disease,No MS078062; MS078064,Human,Peripheral Blood Mononuclear Cell,Female,Relapsing–remitting,45 years,,10x Genomics,Single-cell RNA sequencing,
MS078076,GSM5264649,32859762,MS,Disease,No MS078061; MS078063,Human,Cerebrospinal fluid,Male,Relapsing–remitting,22 years,,10x Genomics,Single-cell RNA sequencing,
MS078077,GSM5264650,32859762,MS,Disease,No MS078062; MS078064,Human,Peripheral Blood Mononuclear Cell,Male,Relapsing–remitting,22 years,,10x Genomics,Single-cell RNA sequencing,
MS078078,GSM5264651,32859762,MS,Disease,No MS078061; MS078063,Human,Cerebrospinal fluid,Female,Relapsing–remitting,29 years,,10x Genomics,Single-cell RNA sequencing,
MS078079,GSM5264652,32859762,MS,Disease,No MS078062; MS078064,Human,Peripheral Blood Mononuclear Cell,Female,Relapsing–remitting,29 years,,10x Genomics,Single-cell RNA sequencing,
MS078080,GSM5264653,32859762,MS,non-ND control,Yes,Human,Cerebrospinal fluid,Female,no data available,21 years,,10x Genomics,Single-cell RNA sequencing,
MS078081,GSM5264654,32859762,MS,non-ND control,Yes,Human,Peripheral Blood Mononuclear Cell,Female,no data available,21 years,,10x Genomics,Single-cell RNA sequencing,
MS078082,GSM5264655,32859762,MS,non-ND control,Yes,Human,Cerebrospinal fluid,Female,no data available,35 years,,10x Genomics,Single-cell RNA sequencing,
MS078083,GSM5264656,32859762,MS,non-ND control,Yes,Human,Peripheral Blood Mononuclear Cell,Female,no data available,35 years,,10x Genomics,Single-cell RNA sequencing,
MS078084,GSM5264657,32859762,MS,Disease,No MS078062; MS078064,Human,Cerebrospinal fluid,Female,Relapsing–remitting,45 years,,10x Genomics,Single-cell RNA sequencing,
MS078085,GSM5264658,32859762,MS,Disease,No MS078062; MS078064,Human,Peripheral Blood Mononuclear Cell,Female,Relapsing–remitting,45 years,,10x Genomics,Single-cell RNA sequencing,
MS078086,GSM5264659,32859762,MS,Disease,No MS078062; MS078064,Human,Cerebrospinal fluid,Female,Relapsing–remitting,42 years,,10x Genomics,Single-cell RNA sequencing,
MS078087,GSM5264660,32859762,MS,Disease,No MS078062; MS078064,Human,Peripheral Blood Mononuclear Cell,Female,Relapsing–remitting,42 years,,10x Genomics,Single-cell RNA sequencing,
MS078088,GSM5264661,32859762,MS,Disease,No MS078062; MS078064,Human,Cerebrospinal fluid,Female,Relapsing–remitting,37 years ,,10x Genomics,Single-cell RNA sequencing,
MS078089,GSM5264662,32859762,MS,Disease,No MS078062; MS078064,Human,Peripheral Blood Mononuclear Cell,Female,Relapsing–remitting,37 years ,,10x Genomics,Single-cell RNA sequencing,
MS078090,GSM5264663,32859762,MS,Disease,No MS078062; MS078064,Human,Cerebrospinal fluid,Female,Relapsing–remitting,50 years,,10x Genomics,Single-cell RNA sequencing,
MS078091,GSM5264664,32859762,MS,Disease,No MS078062; MS078064,Human,Peripheral Blood Mononuclear Cell,Female,Relapsing–remitting,50 years,,10x Genomics,Single-cell RNA sequencing,
MS078092,GSM5264665,32859762,MS,Disease,No MS078062; MS078064,Human,Cerebrospinal fluid,Male,Relapsing–remitting,54 years,,10x Genomics,Single-cell RNA sequencing,
MS078093,GSM5264666,32859762,MS,Disease,No MS078062; MS078064,Human,Peripheral Blood Mononuclear Cell,Male,Relapsing–remitting,54 years,,10x Genomics,Single-cell RNA sequencing,
MS078094,GSM5264667,32859762,MS,non-ND control,Yes,Human,Cerebrospinal fluid,Female,no data available,53 years,,10x Genomics,Single-cell RNA sequencing,
MS078095,GSM5264668,32859762,MS,non-ND control,Yes,Human,Peripheral Blood Mononuclear Cell,Female,no data available,53 years,,10x Genomics,Single-cell RNA sequencing,
MS078096,GSM5264669,32859762,MS,non-ND control,Yes,Human,Cerebrospinal fluid,Female,no data available,53 years,,10x Genomics,Single-cell RNA sequencing,
MS078097,GSM5264670,32859762,MS,Healthy,Yes,Human,Peripheral Blood Mononuclear Cell,Male,no data available,41 years,,10x Genomics,Single-cell RNA sequencing,
MS078098,GSM5264671,32859762,MS,Healthy,Yes,Human,Peripheral Blood Mononuclear Cell,Male,no data available,41 years,,10x Genomics,Single-cell RNA sequencing,
ALS001001,GSM6781906,37714849,ALS,Disease,ALS001024; ALS001025; ALS001026; ALS001027; ALS001028; ALS001029; ALS001030; ALS001031; ALS001032; ALS001033; ALS001034; ALS001035,Human,frontal cortex,Male,no data available,72 years,41948,10x Genomics,Single-nucleus RNA sequencing,
ALS001002,GSM6781907,37714849,ALS,Disease,ALS001024; ALS001025; ALS001026; ALS001027; ALS001028; ALS001029; ALS001030; ALS001031; ALS001032; ALS001033; ALS001034; ALS001035,Human,motor cortex,Male,no data available,72 years,26409,10x Genomics,Single-nucleus RNA sequencing,
ALS001003,GSM6781908,37714849,ALS,Disease,ALS001024; ALS001025; ALS001026; ALS001027; ALS001028; ALS001029; ALS001030; ALS001031; ALS001032; ALS001033; ALS001034; ALS001035,Human,frontal cortex,Female,no data available,66 years,72453,10x Genomics,Single-nucleus RNA sequencing,
ALS001004,GSM6781909,37714849,ALS,Disease,ALS001024; ALS001025; ALS001026; ALS001027; ALS001028; ALS001029; ALS001030; ALS001031; ALS001032; ALS001033; ALS001034; ALS001035,Human,motor cortex,Female,no data available,66 years,86053,10x Genomics,Single-nucleus RNA sequencing,
ALS001005,GSM6781910,37714849,ALS,Disease,ALS001024; ALS001025; ALS001026; ALS001027; ALS001028; ALS001029; ALS001030; ALS001031; ALS001032; ALS001033; ALS001034; ALS001035,Human,frontal cortex,Female,no data available,72 years,75641,10x Genomics,Single-nucleus RNA sequencing,
ALS001006,GSM6781911,37714849,ALS,Disease,ALS001024; ALS001025; ALS001026; ALS001027; ALS001028; ALS001029; ALS001030; ALS001031; ALS001032; ALS001033; ALS001034; ALS001035,Human,motor cortex,Female,no data available,72 years,66314,10x Genomics,Single-nucleus RNA sequencing,
ALS001007,GSM6781912,37714849,ALS,Disease,ALS001024; ALS001025; ALS001026; ALS001027; ALS001028; ALS001029; ALS001030; ALS001031; ALS001032; ALS001033; ALS001034; ALS001035,Human,frontal cortex,Female,no data available,59 years,18104,10x Genomics,Single-nucleus RNA sequencing,
ALS001008,GSM6781913,37714849,ALS,Disease,ALS001024; ALS001025; ALS001026; ALS001027; ALS001028; ALS001029; ALS001030; ALS001031; ALS001032; ALS001033; ALS001034; ALS001035,Human,motor cortex,Female,no data available,59 years,5678,10x Genomics,Single-nucleus RNA sequencing,
ALS001009,GSM6781914,37714849,ALS,Disease,ALS001024; ALS001025; ALS001026; ALS001027; ALS001028; ALS001029; ALS001030; ALS001031; ALS001032; ALS001033; ALS001034; ALS001035,Human,frontal cortex,Male,no data available,63 years,68099,10x Genomics,Single-nucleus RNA sequencing,
ALS001010,GSM6781915,37714849,ALS,Disease,ALS001024; ALS001025; ALS001026; ALS001027; ALS001028; ALS001029; ALS001030; ALS001031; ALS001032; ALS001033; ALS001034; ALS001035,Human,motor cortex,Male,no data available,63 years,66485,10x Genomics,Single-nucleus RNA sequencing,
ALS001011,GSM6781916,37714849,ALS,Disease,ALS001024; ALS001025; ALS001026; ALS001027; ALS001028; ALS001029; ALS001030; ALS001031; ALS001032; ALS001033; ALS001034; ALS001035,Human,frontal cortex,Male,no data available,61 years,21090,10x Genomics,Single-nucleus RNA sequencing,
ALS001012,GSM6781917,37714849,ALS,Disease,ALS001024; ALS001025; ALS001026; ALS001027; ALS001028; ALS001029; ALS001030; ALS001031; ALS001032; ALS001033; ALS001034; ALS001035,Human,motor cortex,Male,no data available,61 years,70841,10x Genomics,Single-nucleus RNA sequencing,
ALS001013,GSM6781918,37714849,FTD,Disease,ALS001024; ALS001025; ALS001026; ALS001027; ALS001028; ALS001029; ALS001030; ALS001031; ALS001032; ALS001033; ALS001034; ALS001035,Human,frontal cortex,Female,no data available,56 years,7908,10x Genomics,Single-nucleus RNA sequencing,
ALS001014,GSM6781919,37714849,FTD,Disease,ALS001024; ALS001025; ALS001026; ALS001027; ALS001028; ALS001029; ALS001030; ALS001031; ALS001032; ALS001033; ALS001034; ALS001035,Human,motor cortex,Female,no data available,56 years,2959,10x Genomics,Single-nucleus RNA sequencing,
